title,placeUrl,website,status,subtitle,rating,reviewCount,category,address,phoneNumber,searchQuery,email,phoneFromWebsite
UPKEEP,https://www.google.com/maps/place/UPKEEP/data=!4m7!3m6!1s0x89c2596b14a2c23b:0xe011292231563d47!8m2!3d40.7710466!4d-73.956073!16s%2Fg%2F11fsnj__ls!19sChIJO8KiFGtZwokRRz1WMSIpEeA,http://www.upkeepmedspa.com/,Data found,,4.8,823,Medical spa,"330 E 76th St, New York, NY 10021, United States",+1 833-875-3377,small facial clinic in new york city,info@upkeepmedspa.com,(833) 875-3377
SkinLab NYC,https://www.google.com/maps/place/SkinLab+NYC/data=!4m7!3m6!1s0x89c259fff177931f:0x84eb28356d18c265!8m2!3d40.7691814!4d-73.9606578!16s%2Fg%2F11rq9p9kww!19sChIJH5N38f9ZwokRZcIYbTUo64Q,https://skinlab-nyc.com/,Data found,,4.8,156,Medical spa,"1231 3rd Ave, New York, NY 10021, United States",+1 212-925-9503,small facial clinic in new york city,,212-925-9503
Smooth Synergy Medical Spa & Laser Center,https://www.google.com/maps/place/Smooth+Synergy+Medical+Spa+%26+Laser+Center/data=!4m7!3m6!1s0x89c258e51e770df9:0xcc62ea120ed89b18!8m2!3d40.761057!4d-73.9687578!16s%2Fg%2F1tfbzcqy!19sChIJ-Q13HuVYwokRGJvYDhLqYsw,https://smoothsynergy.com/,Data found,,5.0,136,Medical spa,"139 E 57th St 8th Floor, New York, NY 10022, United States",+1 212-397-0111,small facial clinic in new york city,,212-397-0111
Full Frontal Beauty & Esthetics Inc,https://www.google.com/maps/place/Full+Frontal+Beauty+%26+Esthetics+Inc/data=!4m7!3m6!1s0x89c25b2584700abb:0x132ee06e2fa1a9a0!8m2!3d40.7294705!4d-73.9595127!16s%2Fg%2F11jpt_6dzf!19sChIJuwpwhCVbwokRoKmhL27gLhM,http://www.fullfrontalnyc.com/,Data found,,5.0,120,Facial spa,"79 West St Suite 103, Brooklyn, NY 11222, United States",+1 347-766-1597,small facial clinic in new york city,kira@fullfrontalbeauty.com,
Silver Mirror,https://www.google.com/maps/place/Silver+Mirror/data=!4m7!3m6!1s0x89c259f23da2db1d:0x841cb33b4777ed90!8m2!3d40.7511413!4d-73.9822172!16s%2Fg%2F11tfmtk9c_!19sChIJHduiPfJZwokRkO13RzuzHIQ,https://silvermirror.com/locations/bryant-park-midtown-manhattan-best-facial/,Data found,,4.6,53,Facial spa,"431 5th Ave, New York, NY 10016, United States",+1 212-970-7009,small facial clinic in new york city,,(888) 677-0055
Tanya Thomas Skin Clinic,https://www.google.com/maps/place/Tanya+Thomas+Skin+Clinic/data=!4m7!3m6!1s0x89c259fc42323c95:0x15df90e3406bac06!8m2!3d40.7525412!4d-73.9792042!16s%2Fg%2F11fp9nzgdp!19sChIJlTwyQvxZwokRBqxrQOOQ3xU,http://www.tanyathomasskinclinic.com/,Data found,,4.6,37,Medical spa,"315 Madison Ave Suite 1809, New York, NY 10017, United States",+1 917-815-2521,small facial clinic in new york city,,(917) 815-2521
SKINNEY Medspa,https://www.google.com/maps/place/SKINNEY+Medspa/data=!4m7!3m6!1s0x89c258ef9da2b701:0x2ac1d210967c37c8!8m2!3d40.763742!4d-73.9701959!16s%2Fg%2F1tmqmpw8!19sChIJAbeine9YwokRyDd8lhDSwSo,https://skinneymedspa.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb-60th-st-nyc,Data found,,4.8,228,Medical spa,"30 E 60th St Ground Floor, New York, NY 10022, United States",+1 646-455-1219,small facial clinic in new york city,,212.754.6639
UPKEEP,https://www.google.com/maps/place/UPKEEP/data=!4m7!3m6!1s0x89c259fa3eb73f27:0x7e2af359901587c8!8m2!3d40.7294664!4d-74.0038694!16s%2Fg%2F11qk4hlrpg!19sChIJJz-3PvpZwokRyIcVkFnzKn4,http://www.upkeepmedspa.com/,Data found,,4.7,378,Medical spa,"33 Bedford St, New York, NY 10014, United States",+1 833-875-3377,small facial clinic in new york city,info@upkeepmedspa.com,(833) 875-3377
Nycfacial,https://www.google.com/maps/place/Nycfacial/data=!4m7!3m6!1s0x89c259188c6a7cd3:0xb8d10592f9e6b722!8m2!3d40.7580738!4d-73.9627809!16s%2Fg%2F11rhzvkwc9!19sChIJ03xqjBhZwokRIrfm-ZIF0bg,http://www.nycfacial.com/,Data found,,5.0,21,Facial spa,"400 E 57th St, New York, NY 10022, United States",+1 646-737-3533,small facial clinic in new york city,hello@nycfacial.com,(646)737-3533
face to face nyc,https://www.google.com/maps/place/face+to+face+nyc/data=!4m7!3m6!1s0x89c259a30c2f5197:0xcb185535b8800f26!8m2!3d40.7400978!4d-73.992403!16s%2Fg%2F1tjl6tww!19sChIJl1EvDKNZwokRJg-AuDVVGMs,http://www.facetofacenyc.com/,Data found,,4.5,30,Day spa,"20 W 20th St #603, New York, NY 10011, United States",+1 212-633-0404,small facial clinic in new york city,info@facetofacenyc.com,917.828.1754
JustBe Skin Line,https://www.google.com/maps/place/JustBe+Skin+Line/data=!4m7!3m6!1s0x89c259a5c3b6bd7b:0x4801052efadba136!8m2!3d40.7477246!4d-74.0026584!16s%2Fg%2F1ptxx8c12!19sChIJe722w6VZwokRNqHb-i4FAUg,http://www.justbeskinline.com/,Data found,,5.0,6,Facial spa,"450 W 24th St, New York, NY 10011, United States",,small facial clinic in new york city,info@justbeskinline.com,
Dr. Lanna Aesthetics,https://www.google.com/maps/place/Dr.+Lanna+Aesthetics/data=!4m7!3m6!1s0x89c258eb80492319:0x44eaacfc7d0f614c!8m2!3d40.7654835!4d-73.9782921!16s%2Fg%2F11rxhzvl1g!19sChIJGSNJgOtYwokRTGEPffys6kQ,https://doctorlanna.com/,Data found,,4.9,269,Medical spa,"140 W 58th St a, New York, NY 10019, United States",+1 929-492-2052,small facial clinic in new york city,,(929) 565-7539
"Pura Dermatology Hudson Yards: Best Dermatologist NYC, Botox, Juvederm, Dysport, Acne Treatment, Scar Removal","https://www.google.com/maps/place/Pura+Dermatology+Hudson+Yards:+Best+Dermatologist+NYC,+Botox,+Juvederm,+Dysport,+Acne+Treatment,+Scar+Removal/data=!4m7!3m6!1s0x89c259b2c9593041:0x6231b55b0ccf312d!8m2!3d40.756577!4d-73.996628!16s%2Fg%2F11bz_1nr1y!19sChIJQTBZybJZwokRLTHPDFu1MWI",https://puradermatology.com/,Data found,,4.8,485,Dermatologist,"446 W 38th St, New York, NY 10018, United States",+1 646-706-7747,small facial clinic in new york city,info@puradermatology.com,(646) 706-7747
Le Clinique NYC Laser Hair Removal,https://www.google.com/maps/place/Le+Clinique+NYC+Laser+Hair+Removal/data=!4m7!3m6!1s0x89c2590b0a27018f:0x5b774379fa29cddd!8m2!3d40.7445977!4d-73.9904622!16s%2Fg%2F11fphngsj5!19sChIJjwEnCgtZwokR3c0p-nlDd1s,http://www.lecliniquenyc.com/,No data found,,4.9,48,Medical spa,"37 W 26th St #200, New York, NY 10010, United States",+1 347-251-6704,small facial clinic in new york city,,
Heyday,https://www.google.com/maps/place/Heyday/data=!4m7!3m6!1s0x89c2599abbb710d7:0x43bf7fa000b7058d!8m2!3d40.7276797!4d-73.9935446!16s%2Fg%2F11f15g9pd9!19sChIJ1xC3u5pZwokRjQW3AKB_v0M,http://www.heydayskincare.com/,Data found,,4.6,179,Facial spa,"382 Lafayette St, New York, NY 10003, United States",+1 212-796-7797,small facial clinic in new york city,hey@craftpip.com,
Tracie Martyn Facials & Skincare,https://www.google.com/maps/place/Tracie+Martyn+Facials+%26+Skincare/data=!4m7!3m6!1s0x89c259a2f5788283:0x11ca04dbddb3e28c!8m2!3d40.7399345!4d-73.9909899!16s%2Fg%2F1w666b45!19sChIJg4J49aJZwokRjOKz3dsEyhE,http://www.traciemartyn.com/,Data found,,4.8,44,Day spa,"156 5th Ave 5th. floor, Suite 500, New York, NY 10010, United States",+1 212-206-9333,small facial clinic in new york city,hey@craftpip.com,1 (212) 206-9333
Best Skin NYC,https://www.google.com/maps/place/Best+Skin+NYC/data=!4m7!3m6!1s0x89c25a1f3af89b13:0x5eb4800b6b8570a5!8m2!3d40.7149655!4d-74.0085572!16s%2Fg%2F11fzt1vkvz!19sChIJE5v4Oh9awokRpXCFawuAtF4,,No website found,,5.0,1,Skin care clinic,"116 Chambers St, New York, NY 10007, United States",+1 212-417-0002,small facial clinic in new york city,,
"Rowena Woo, Facials","https://www.google.com/maps/place/Rowena+Woo,+Facials/data=!4m7!3m6!1s0x89c2593c47aa0cd3:0xb4b5b58e64c9a93e!8m2!3d40.7197634!4d-74.0037692!16s%2Fg%2F11grc3457m!19sChIJ0wyqRzxZwokRPqnJZI61tbQ",https://www.tribecaskincenter.com/cosmetic-treatments/hydrafacial/,Data found,,5.0,25,Facial spa,"Kingsland Buildings, 315 Church St fl 2, New York, NY 10013, United States",+1 212-334-3774,small facial clinic in new york city,,(212) 334-3774
Sisu Clinic Flatiron | Doctor-led Aesthetic Medicine & Treatments,https://www.google.com/maps/place/Sisu+Clinic+Flatiron+%7C+Doctor-led+Aesthetic+Medicine+%26+Treatments/data=!4m7!3m6!1s0x89c259919961a399:0x710cd21d427d9584!8m2!3d40.7427299!4d-73.991864!16s%2Fg%2F11tj9rzh9p!19sChIJmaNhmZFZwokRhJV9Qh3SDHE,http://www.sisuclinic.com/,Data found,,4.8,140,Medical spa,"61 W 23rd St, New York, NY 10010, United States",+1 646-693-0132,small facial clinic in new york city,merrick@sisuclinic.com,561 948 6180
Fabricio Ormonde Skincare,https://www.google.com/maps/place/Fabricio+Ormonde+Skincare/data=!4m7!3m6!1s0x89c2599ebeafc327:0x6c0bc8e699433676!8m2!3d40.7478542!4d-74.0030312!16s%2Fg%2F11h5mchgjh!19sChIJJ8Ovvp5ZwokRdjZDmebIC2w,http://www.fabricioormonde.com/,Data found,,4.8,17,Skin care clinic,"460 W 24th St # 1e, New York, NY 10011, United States",+1 917-753-6143,small facial clinic in new york city,info@fabricioormonde.com,917 753-6143
Facial Therapy New York,https://www.google.com/maps/place/Facial+Therapy+New+York/data=!4m7!3m6!1s0x89c25a33be15757b:0x846d3fdb5d167a85!8m2!3d40.702552!4d-73.984017!16s%2Fg%2F11c67qk3kl!19sChIJe3UVvjNawokRhXoWXds_bYQ,http://facialtherapyny.com/,Data found,,5.0,57,Skin care clinic,"231 Front St #119, Brooklyn, NY 11201, United States",+1 917-502-9338,small facial clinic in new york city,info@facialtherapyny.com,
Christine Chin Spa,https://www.google.com/maps/place/Christine+Chin+Spa/data=!4m7!3m6!1s0x89c259873ff2836f:0x418788db9ddc2e5a!8m2!3d40.7178443!4d-73.9902703!16s%2Fg%2F1tx_78bm!19sChIJb4PyP4dZwokRWi7cnduIh0E,http://christinechin.com/index.html,No data found,,4.1,46,Facial spa,"82 Orchard St, New York, NY 10002, United States",+1 212-353-0503,small facial clinic in new york city,,
DASHACOSMETOLOGY. NYC Facials. Skin Treatments. Aesthetic Injector,https://www.google.com/maps/place/DASHACOSMETOLOGY.+NYC+Facials.+Skin+Treatments.+Aesthetic+Injector/data=!4m7!3m6!1s0x89c25b1a8eac7967:0x9ed0a76fabb72f66!8m2!3d40.744701!4d-73.9849135!16s%2Fg%2F11rt_df8z6!19sChIJZ3msjhpbwokRZi-3q2-n0J4,https://www.dashacosmetology.com/,Data found,,5.0,131,Facial spa,"99 Madison Ave suite 413a, New York, NY 10016, United States",+1 646-491-2499,small facial clinic in new york city,dashacosmetologyny@yahoo.com,646-491-2499
Ever/Body Upper East Side,https://www.google.com/maps/place/Ever%2FBody+Upper+East+Side/data=!4m7!3m6!1s0x89c25905217e51b7:0x7b2c99639453672f!8m2!3d40.7714267!4d-73.961669!16s%2Fg%2F11qbv7ykcc!19sChIJt1F-IQVZwokRL2dTlGOZLHs,https://everbody.com/?utm_source=gbp&utm_medium=organic&utm_campaign=gbp-listing&utm_content=Upper%20East%20Side,Data found,,4.8,124,Medical spa,"1028 Lexington Ave, New York, NY 10021, United States",+1 917-594-4854,small facial clinic in new york city,,917-781-2352
Park Avenue Skin Care,https://www.google.com/maps/place/Park+Avenue+Skin+Care/data=!4m7!3m6!1s0x89c259f645898c33:0x4e4d1fb0878084e0!8m2!3d40.78323!4d-73.9559221!16s%2Fg%2F11j2yjfmcn!19sChIJM4yJRfZZwokR4ISAh7AfTU4,https://parkavenueskincare.com/?utm_source=Google%20My%20Business&utm_medium=Link,Data found,,5.0,59,Medical spa,"1130 Park Ave, New York, NY 10128, United States",+1 212-369-9600,small facial clinic in new york city,,212-369-9600
City Glow,https://www.google.com/maps/place/City+Glow/data=!4m7!3m6!1s0x89c259834a7faaab:0xc5590aa3989474b4!8m2!3d40.7259233!4d-73.9874289!16s%2Fg%2F11hcv1g25_!19sChIJq6p_SoNZwokRtHSUmKMKWcU,https://www.cityglownyc.com/,No data found,,4.8,159,Beauty salon,"336 E 5th St, New York, NY 10003, United States",+1 212-837-2199,small facial clinic in new york city,,
Creative Facial Aesthetics,https://www.google.com/maps/place/Creative+Facial+Aesthetics/data=!4m7!3m6!1s0x89c25909d2608003:0x4fa530d4e8d50c8f!8m2!3d40.740032!4d-73.9891408!16s%2Fg%2F11j8fw3b1v!19sChIJA4Bg0glZwokRjwzV6NQwpU8,https://www.creativefacialaesthetics.com/,Data found,,5.0,6,Facial spa,"928 Broadway # 505, New York, NY 10010, United States",+1 332-223-6655,small facial clinic in new york city,,(332) 223-6655
You & Her Spa,https://www.google.com/maps/place/You+%26+Her+Spa/data=!4m7!3m6!1s0x89c25a2665c2cc5d:0xfbce3ab56d52a7f2!8m2!3d40.7136831!4d-73.9971814!16s%2Fg%2F1td0ttch!19sChIJXczCZSZawokR8qdSbbU6zvs,http://youandherspa.com/,Data found,,5.0,39,Beauty salon,"18 E Broadway #603, New York, NY 10002, United States",+1 212-625-3388,small facial clinic in new york city,yingt1994@gmail.com,(212) 625-3388
Rescue Spa,https://www.google.com/maps/place/Rescue+Spa/data=!4m7!3m6!1s0x89c259a22962f0ab:0xb637929f06b03e9e!8m2!3d40.7383571!4d-73.9891193!16s%2Fg%2F11gbf8r2rk!19sChIJq_BiKaJZwokRnj6wBp-SN7Y,https://www.rescuespa.com/,Data found,,4.5,255,Spa,"29 E 19th St, New York, NY 10003, United States",+1 866-772-2766,small facial clinic in new york city,nyc@rescuespa.com,1-866-772-2766
Skin Concept And Laser,https://www.google.com/maps/place/Skin+Concept+And+Laser/data=!4m7!3m6!1s0x89c2593808a38c79:0x46f7360ff15cf7d1!8m2!3d40.7619612!4d-73.9689305!16s%2Fg%2F11pwds6qgf!19sChIJeYyjCDhZwokR0fdc8Q8290Y,https://skinconceptandlaser.com/,Data found,,4.9,176,Medical spa,"133 E 58th St # 307, New York, NY 10022, United States",+1 646-719-1111,small facial clinic in new york city,info@skinconceptandlaser.com,(646) 719-1111
Studio Esthetique Skin & Laser Center,https://www.google.com/maps/place/Studio+Esthetique+Skin+%26+Laser+Center/data=!4m7!3m6!1s0x89c25a177b5d960f:0xcdd818cbf691f072!8m2!3d40.7093664!4d-74.009975!16s%2Fg%2F11cjhl0d0x!19sChIJD5ZdexdawokRcvCR9ssY2M0,https://studioesthetique.com/,Data found,,4.9,165,Medical spa,"160 Broadway # 1104, New York, NY 10038, United States",+1 212-671-0606,small facial clinic in new york city,,888-850-5225
Tesoro Laser & Skin Care Inc,https://www.google.com/maps/place/Tesoro+Laser+%26+Skin+Care+Inc/data=!4m7!3m6!1s0x89c2f3eb59fdf1a9:0xa2d50472f13d6ef6!8m2!3d40.867828!4d-73.9220665!16s%2Fg%2F11g_rmr576!19sChIJqfH9WevzwokR9m498XIE1aI,,No website found,,4.8,195,Skin care clinic,"4915 Broadway, New York, NY 10034, United States",+1 718-216-8484,small facial clinic in new york city,,
European Facial NYC,https://www.google.com/maps/place/European+Facial+NYC/data=!4m7!3m6!1s0x89c25907a426b0a3:0x44ccd67e1fb15f2d!8m2!3d40.7481679!4d-73.9872984!16s%2Fg%2F11k4rslct4!19sChIJo7AmpAdZwokRLV-xH37WzEQ,https://www.europeanfacialnyc.com/,Data found,,5.0,1,Facial spa,"39 W 32nd St Rm 1704, New York, NY 10001, United States",+1 646-832-4718,small facial clinic in new york city,u003eprivacy@afternic.com,
BeRejuved Medical Spa & Wellness Studio - NYC,https://www.google.com/maps/place/BeRejuved+Medical+Spa+%26+Wellness+Studio+-+NYC/data=!4m7!3m6!1s0x89c259a3d5330933:0xa7c44e9f02ae85b3!8m2!3d40.7484743!4d-73.9920519!16s%2Fg%2F11rvb_9dmj!19sChIJMwkz1aNZwokRs4WuAp9OxKc,http://berejuved.com/,Data found,,4.9,213,Medical spa,"363 7th Ave Suite 11R, New York, NY 10001, United States",+1 646-992-2122,small facial clinic in new york city,8c4075d5481d476e945486754f783364@sentry.io,646-992-2122
SKINNEY Medspa,https://www.google.com/maps/place/SKINNEY+Medspa/data=!4m7!3m6!1s0x89c259a3b1712b0f:0x24503d8f21358b3!8m2!3d40.7393436!4d-73.9909742!16s%2Fg%2F1yfh_hzsd!19sChIJDytxsaNZwokRs1gT8tgDRQI,https://skinneymedspa.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb-flagship-nyc,Data found,,4.7,300,Medical spa,"125 5th Ave Floor 2, New York, NY 10003, United States",+1 646-916-5212,small facial clinic in new york city,,212.754.6639
Bark & Barrier,https://www.google.com/maps/place/Bark+%26+Barrier/data=!4m7!3m6!1s0x89c2f44407fa60a3:0xd42a1ec7341d8f65!8m2!3d40.7354868!4d-73.9892065!16s%2Fg%2F11hbt03wby!19sChIJo2D6B0T0wokRZY8dNMceKtQ,http://www.barkandbarrier.com/,Data found,,5.0,41,Facial spa,"32 Union Square E, New York, NY 10003, United States",+1 646-851-4515,small facial clinic in new york city,barkandbarrier@gmail.com,
GoodSkin New York,https://www.google.com/maps/place/GoodSkin+New+York/data=!4m7!3m6!1s0x89c2597b74d5d1b7:0x4410c74aeef7f5f4!8m2!3d40.7281215!4d-73.9940126!16s%2Fg%2F11h0y71858!19sChIJt9HVdHtZwokR9PX37krHEEQ,http://www.goodskinclinics.com/,Data found,,4.8,33,Medical spa,"14 E 4th St # 406, New York, NY 10012, United States",+1 310-400-6534,small facial clinic in new york city,,310.400.6534
Mist Beauty,https://www.google.com/maps/place/Mist+Beauty/data=!4m7!3m6!1s0x89c259af8515e953:0xaaf4c2928b854bdb!8m2!3d40.753195!4d-73.9807504!16s%2Fg%2F1v_vttmf!19sChIJU-kVha9ZwokR20uFi5LC9Ko,http://www.mist-beauty.com/,Data found,,5.0,3,Facial spa,"501 5th Ave Suite 1211, New York, NY 10017, United States",+1 646-528-8889,small facial clinic in new york city,info@mist-beauty.com,646-528-8889
Skin Center Manhattan,https://www.google.com/maps/place/Skin+Center+Manhattan/data=!4m7!3m6!1s0x89c25bc692dd21a5:0xec6159d8bf9df8a6!8m2!3d40.7207016!4d-73.9900945!16s%2Fg%2F11s41ck7d4!19sChIJpSHdksZbwokRpvidv9hZYew,https://www.skincentermanhattan.com/,Data found,,4.5,12,Laser hair removal service,"62 Rivington St Office 2A, New York, NY 10006, United States",+1 212-227-8633,small facial clinic in new york city,8c4075d5481d476e945486754f783364@sentry.io,212-227-8633
Glo Spa NY,https://www.google.com/maps/place/Glo+Spa+NY/data=!4m7!3m6!1s0x89c25a17c2fc6023:0xd193ca6132eb6546!8m2!3d40.7119709!4d-74.0086193!16s%2Fg%2F11fz9k0b82!19sChIJI2D8whdawokRRmXrMmHKk9E,https://www.glospany.com/,Data found,,4.9,47,Skin care clinic,"225 Broadway Suite 1815, New York, NY 10007, United States",+1 212-220-9092,small facial clinic in new york city,admin@glospany.com,212-220-9092
SkinSpoke,https://www.google.com/maps/place/SkinSpoke/data=!4m7!3m6!1s0x89c25f50681ae131:0x438e601583760f5b!8m2!3d40.7356601!4d-73.996455!16s%2Fg%2F11f3v8zrrw!19sChIJMeEaaFBfwokRWw92gxVgjkM,http://www.skinspokenyc.com/,Data found,,4.6,17,Facial spa,"49 W 12th St # 1D, New York, NY 10011, United States",+1 917-261-6184,small facial clinic in new york city,care@skinspokenyc.com,917-261-6184
Elegant Skin Care,https://www.google.com/maps/place/Elegant+Skin+Care/data=!4m7!3m6!1s0x89c25987e528b785:0xdf9ad3c28fd0b3da!8m2!3d40.7178466!4d-73.9942807!16s%2Fg%2F11ggn5pll_!19sChIJhbco5YdZwokR2rPQj8LTmt8,,No website found,,5.0,4,Facial spa,"97A Chrystie St, New York, NY 10002, United States",+1 212-219-1383,small facial clinic in new york city,,
Ever/Body SoHo,https://www.google.com/maps/place/Ever%2FBody+SoHo/data=!4m7!3m6!1s0x89c259d3886ea185:0x6e9f8c9b4732bd25!8m2!3d40.7260133!4d-74.0005091!16s%2Fg%2F11hyfkw9bc!19sChIJhaFuiNNZwokRJb0yR5uMn24,https://everbody.com/?utm_source=gbp&utm_medium=organic&utm_campaign=gbp-listing&utm_content=Soho,Data found,,4.5,98,Skin care clinic,"453 W Broadway, New York, NY 10012, United States",+1 917-781-2352,small facial clinic in new york city,,917-781-2352
Genesys Laser Skin Clinic,https://www.google.com/maps/place/Genesys+Laser+Skin+Clinic/data=!4m7!3m6!1s0x89c259a4beb58eb5:0x3297b3626c7ad47b!8m2!3d40.7481614!4d-73.9872958!16s%2Fg%2F11bvv4qvk0!19sChIJtY61vqRZwokRe9R6bGKzlzI,http://genesyslaserclinic.com/,Data found,,4.8,219,Skin care clinic,"39 W 32nd St #1500, New York, NY 10001, United States",+1 212-564-7003,small facial clinic in new york city,,+1 (212) 564-7003
Chelsea Skin & Laser,https://www.google.com/maps/place/Chelsea+Skin+%26+Laser/data=!4m7!3m6!1s0x89c259bc74d31d99:0x4d9b46b62ad0b906!8m2!3d40.7425066!4d-73.9990382!16s%2Fg%2F1tczr897!19sChIJmR3TdLxZwokRBrnQKrZGm00,https://chelseaskincenter.com/,Data found,,4.9,824,Dermatologist,"245 W 19th St, New York, NY 10011, United States",+1 212-675-0549,small facial clinic in new york city,inquiry@chelseaskincenter.com,212-675-0549
Delancey Laundromat,https://www.google.com/maps/place/Delancey+Laundromat/data=!4m7!3m6!1s0x89c2598636100925:0xd8956ab5926fc3bd!8m2!3d40.7198526!4d-73.9933343!16s%2Fg%2F11cm0914rz!19sChIJJQkQNoZZwokRvcNvkrVqldg,,No website found,,4.6,65,Laundromat,"9-11 Delancey St, New York, NY 10002, United States",+1 917-912-9899,small laundry in new york city,,
Laundry Project 23,https://www.google.com/maps/place/Laundry+Project+23/data=!4m7!3m6!1s0x89c259df37ffa72b:0xaee2397e7cf72699!8m2!3d40.7461458!4d-74.0011148!16s%2Fg%2F11f62dgq20!19sChIJK6f_N99ZwokRmSb3fH454q4,https://www.laundryproject23.com/,Data found,,4.3,95,Laundry service,"364 W 23rd St, New York, NY 10011, United States",+1 646-823-9449,small laundry in new york city,,(646) 823 9449
La La Laundry,https://www.google.com/maps/place/La+La+Laundry/data=!4m7!3m6!1s0x89c259a596385623:0x4b7198e114938a1f!8m2!3d40.727683!4d-73.9795454!16s%2Fg%2F11hzn3ywcn!19sChIJI1Y4lqVZwokRH4qTFOGYcUs,http://www.lalalaundryny.com/,Data found,,4.6,150,Laundry,"180 Avenue B, New York, NY 10009, United States",+1 212-529-8886,small laundry in new york city,info@lalalaundryny.com,212. 529. 8886
Load Laundromat,https://www.google.com/maps/place/Load+Laundromat/data=!4m7!3m6!1s0x89c25976a5596af3:0xd73a0c0be7aca191!8m2!3d40.7291!4d-73.9778784!16s%2Fg%2F11csb43wfh!19sChIJ82pZpXZZwokRkaGs5wsMOtc,https://www.loadlaundromat.com/,Data found,,4.4,166,Laundry service,"602 E 14th St, New York, NY 10009, United States",+1 917-265-8226,small laundry in new york city,loadlaundromat@gmail.com,(917) 265-8226
Plan452 Laundromat & Dry Cleaner “ Laundry Club “,https://www.google.com/maps/place/Plan452+Laundromat+%26+Dry+Cleaner+%E2%80%9C+Laundry+Club+%E2%80%9C/data=!4m7!3m6!1s0x89c259156b7776ed:0xb202b61bb3b677c1!8m2!3d40.7541003!4d-73.995422!16s%2Fg%2F11ckfqmq0l!19sChIJ7XZ3axVZwokRwXe2sxu2ArI,https://www.laundryclubnyc.com/,Data found,,4.2,160,Laundry service,"452 9th Ave Suite 4, New York, NY 10018, United States",+1 212-594-8897,small laundry in new york city,8c4075d5481d476e945486754f783364@sentry.io,(212)-414-9302
My Sunny Laundry,https://www.google.com/maps/place/My+Sunny+Laundry/data=!4m7!3m6!1s0x89c259087c2105ad:0x566cdbb1f73819dc!8m2!3d40.7229219!4d-73.9800861!16s%2Fg%2F11krky6wyw!19sChIJrQUhfAhZwokR3Bk497HbbFY,https://www.mysunnylaundry.com/?utm_source=googlebusinessprofile&utm_medium=gbpinfo&utm_campaign=gmbg,Data found,,4.9,292,Laundromat,"69 Loisaida Ave, New York, NY 10009, United States",+1 646-370-1845,small laundry in new york city,contact@mysunnylaundry.com,1 (833) 786-6974
217 Laundromat,https://www.google.com/maps/place/217+Laundromat/data=!4m7!3m6!1s0x89c259098fa00e07:0x9199d2e0703461bb!8m2!3d40.7404608!4d-73.9808758!16s%2Fg%2F1tgs1vqz!19sChIJBw6gjwlZwokRu2E0cODSmZE,,No website found,,4.7,73,Laundry service,"217 E 26th St #1, New York, NY 10010, United States",+1 212-685-4280,small laundry in new york city,,
BKM Laundromat,https://www.google.com/maps/place/BKM+Laundromat/data=!4m7!3m6!1s0x89c25852ad0e1e03:0xc3b45ada0529424!8m2!3d40.7567593!4d-73.9940685!16s%2Fg%2F1q2wg11yl!19sChIJAx4OrVJYwokRJJRSoK1FOww,,No website found,,4.2,265,Laundromat,"525 9th Ave, New York, NY 10018, United States",+1 212-564-1978,small laundry in new york city,,
LLI Laundromat,https://www.google.com/maps/place/LLI+Laundromat/data=!4m7!3m6!1s0x89c2f6732300f637:0xe812e2e44b08afa3!8m2!3d40.8099476!4d-73.9443637!16s%2Fg%2F1trxfmpl!19sChIJN_YAI3P2wokRo68IS-TiEug,,No website found,,4.4,79,Laundromat,"361 Malcolm X Blvd, New York, NY 10027, United States",,small laundry in new york city,,
Jie Li Laundromat Inc,https://www.google.com/maps/place/Jie+Li+Laundromat+Inc/data=!4m7!3m6!1s0x89c259883ca28b33:0x38d3e30acecf5b99!8m2!3d40.7182363!4d-73.9966414!16s%2Fg%2F11bxf150nw!19sChIJM4uiPIhZwokRmVvPzgrj0zg,https://www.jielilaundromat.com/,Data found,,4.4,54,Laundromat,"126 Mott St, New York, NY 10013, United States",+1 646-530-2784,small laundry in new york city,8c4075d5481d476e945486754f783364@sentry.io,212-226-3288
Todd Layne Cleaners & Laundromat,https://www.google.com/maps/place/Todd+Layne+Cleaners+%26+Laundromat/data=!4m7!3m6!1s0x89c258bf9f368f43:0xe996eab7a93cef44!8m2!3d40.7722664!4d-73.9568967!16s%2Fg%2F1tfh5kvm!19sChIJQ482n79YwokRRO88qbfqluk,http://www.toddlaynecleaners.com/,Data found,,4.3,102,Laundry service,"242 E 77th St, New York, NY 10075, United States",+1 646-661-4777,small laundry in new york city,smawji@simplysearch.com,646.661.4777
Laundry Club,https://www.google.com/maps/place/Laundry+Club/data=!4m7!3m6!1s0x89c259b9fea7952b:0x10d18d93aaa0e9ac!8m2!3d40.747504!4d-74.000995!16s%2Fg%2F11bccmbchz!19sChIJK5Wn_rlZwokRrOmgqpON0RA,https://www.laundryclubnyc.com/,Data found,,4.1,82,Laundromat,"233 9th Ave, New York, NY 10001, United States",+1 212-414-9302,small laundry in new york city,8c4075d5481d476e945486754f783364@sentry.io,(212)-414-9302
